# ell tt ee te bb
1.860000000000000000e+02 1.003190311528999956e+00 1.403462789958949235e-04 -5.740716646517355151e-03 0.000000000000000000e+00
1.870000000000000000e+02 9.962093560901896794e-01 1.371551412853607408e-04 -5.507944653957315244e-03 0.000000000000000000e+00
1.880000000000000000e+02 9.892272187915061021e-01 1.340918594297088508e-04 -5.274998486705345657e-03 0.000000000000000000e+00
1.890000000000000000e+02 9.822425668026073531e-01 1.311586170504051364e-04 -5.041950676610343178e-03 0.000000000000000000e+00
1.900000000000000000e+02 9.752566957717060392e-01 1.283579784827642732e-04 -4.808896497756230334e-03 0.000000000000000000e+00
1.910000000000000000e+02 9.682695754505467045e-01 1.256919768424121756e-04 -4.575927287733528442e-03 0.000000000000000000e+00
1.920000000000000000e+02 9.612799176944083479e-01 1.231630218471207918e-04 -4.343092813829742098e-03 0.000000000000000000e+00
1.930000000000000000e+02 9.542877344383776661e-01 1.207731313822919854e-04 -4.110478160642257184e-03 0.000000000000000000e+00
1.940000000000000000e+02 9.472955054824170329e-01 1.185245672083596458e-04 -3.878189554875111772e-03 0.000000000000000000e+00
1.950000000000000000e+02 9.403019466472789523e-01 1.164194551066723572e-04 -3.646292182872801733e-03 0.000000000000000000e+00
1.960000000000000000e+02 9.333082434922358450e-01 1.144597906104524411e-04 -3.414884746111841122e-03 0.000000000000000000e+00
1.970000000000000000e+02 9.263155340843077790e-01 1.126476838085036436e-04 -3.184037906219609575e-03 0.000000000000000000e+00
1.980000000000000000e+02 9.193249107830284705e-01 1.109848787551096470e-04 -2.953831180459522837e-03 0.000000000000000000e+00
1.990000000000000000e+02 9.123339038357516362e-01 1.094730052526256053e-04 -2.724329009319682339e-03 0.000000000000000000e+00
2.000000000000000000e+02 9.053459463524348161e-01 1.081135836679651690e-04 -2.495627908534059879e-03 0.000000000000000000e+00
2.010000000000000000e+02 8.983597374239818967e-01 1.069083744099547003e-04 -2.267774381521924475e-03 0.000000000000000000e+00
2.020000000000000000e+02 8.913751432874251757e-01 1.058586823940564110e-04 -2.040869952619347397e-03 0.000000000000000000e+00
2.030000000000000000e+02 8.843896958640459216e-01 1.049659419325778433e-04 -1.814956268074967988e-03 0.000000000000000000e+00
2.040000000000000000e+02 8.774054661461204718e-01 1.042313750953213384e-04 -1.590117892770081870e-03 0.000000000000000000e+00
2.050000000000000000e+02 8.704189188106610242e-01 1.036562224166164811e-04 -1.366424773723111386e-03 0.000000000000000000e+00
2.060000000000000000e+02 8.634321275611225310e-01 1.032414130658404938e-04 -1.143932906603839375e-03 0.000000000000000000e+00
2.070000000000000000e+02 8.564438349195916400e-01 1.029881212522247021e-04 -9.226968982348934508e-04 0.000000000000000000e+00
2.080000000000000000e+02 8.494539052583436334e-01 1.028972172481139492e-04 -7.028011431242724930e-04 0.000000000000000000e+00
2.090000000000000000e+02 8.424675256494025266e-01 1.029693876695323090e-04 -4.843169065652857207e-04 0.000000000000000000e+00
2.100000000000000000e+02 8.354833668740309083e-01 1.032055651253204940e-04 -2.673155489171774027e-04 0.000000000000000000e+00
2.110000000000000000e+02 8.285032791426260035e-01 1.036064989437384271e-04 -5.186410694645329046e-05 0.000000000000000000e+00
2.120000000000000000e+02 8.215300761941149998e-01 1.041725566420909869e-04 1.619714339631622105e-04 0.000000000000000000e+00
2.130000000000000000e+02 8.145644176086356270e-01 1.049044582047669455e-04 3.741291919451965081e-04 0.000000000000000000e+00
2.140000000000000000e+02 8.076079510533183958e-01 1.058027523170908545e-04 5.845491976219231289e-04 0.000000000000000000e+00
2.150000000000000000e+02 8.006612561888133417e-01 1.068669194566723013e-04 7.931703171164868754e-04 0.000000000000000000e+00
2.160000000000000000e+02 7.937228974137746640e-01 1.080985077704438904e-04 9.999331194592208857e-04 0.000000000000000000e+00
2.170000000000000000e+02 7.867934625984239760e-01 1.094968945848966623e-04 1.204777851051068134e-03 0.000000000000000000e+00
2.180000000000000000e+02 7.798735160429861590e-01 1.110614378911042627e-04 1.407662072515246041e-03 0.000000000000000000e+00
2.190000000000000000e+02 7.729626305690093790e-01 1.127934149541115201e-04 1.608522115786917414e-03 0.000000000000000000e+00
2.200000000000000000e+02 7.660603921196994515e-01 1.146920958553622683e-04 1.807318220726809692e-03 0.000000000000000000e+00
